"id","day","call_time","location"
1,6,10,360470818001001
1,6,15,360470251001001
1,6,16,360470565003000
1,6,14,360610277003001
1,6,15,360610152001002
1,6,20,360810263003001
1,6,14,360470245001000
1,6,14,360810709001003
1,6,23,360470482002002
1,6,15,360470538002000
1,6,15,360610115001003
1,7,19,360050385003002
1,7,8,360850170083001
1,7,15,360470596002000
1,7,16,360470165003000
1,7,21,360610039001019
1,7,18,360610111001003
1,7,10,360810657033001
1,7,14,360850291044020
1,7,14,360050411002000
1,7,13,360810399001001
1,7,16,360810283005001
1,7,10,360610146022000
1,7,15,360471186002001
1,7,16,360810271002000
1,7,20,360811072011014
1,7,21,360610025001000
1,7,16,360610261003001
1,7,17,360810414001000
1,7,13,360610093003000
1,7,6,360610245001001
1,7,8,360470790001002
1,7,12,360610188004001
1,7,13,360811185001007
1,7,17,360610009001010
1,7,9,360810863001000
1,7,21,360470579001004
1,7,23,360470127002001
1,7,13,360470508011000
1,7,10,360050462017001
1,7,10,360050078002008
1,7,8,360470916004002
1,7,20,360050388001002
1,7,9,360610291007000
1,7,14,360470488003001
1,7,24,360470349004000
1,7,12,360811155001006
1,7,14,360810892008001
1,7,20,360050153003001
1,7,9,360610063001001
1,7,20,360470514003000
1,7,10,360810375002000
1,7,19,360470068003000
1,7,14,360470145002001
1,7,13,360610126005000
1,8,11,360610099001031
1,8,18,360811010012000
1,8,9,360610056001003
1,8,18,360470426001001
1,8,18,360610203002000
1,8,15,360470217002001
1,8,11,360610069001005
1,8,12,360610150024002
1,8,19,360610203002000
1,8,15,360810997033003
1,8,16,360610037001013
1,8,18,360050232001002
1,8,20,360810114001005
1,8,16,360610072005000
1,8,20,360810403001003
1,8,17,360470033002004
1,8,10,360610121001001
1,8,13,360050345003000
1,8,13,360610055011004
1,8,17,360610099001022
1,8,21,360470060001000
1,8,14,360810535001000
1,8,14,360610125001007
1,8,13,360610015011005
1,8,19,360610112021002
1,8,14,360610033001003
1,8,16,360470313004000
1,8,22,360810181021000
1,8,15,360810033001004
1,8,15,360470018001035
1,8,11,360810849002001
1,8,15,360610096001002
1,8,18,360470114001003
1,8,13,360610074001001
1,8,19,360610189005000
1,8,11,360810869002021
1,8,10,360610056001004
1,8,20,360810051002001
1,8,15,360610116001006
1,8,11,360610168002002
1,8,13,360610170003000
1,8,8,360610160013002
1,8,9,360610033001003
1,8,22,360050093006036
1,8,12,360470808001001
1,8,23,360610138001000
1,8,18,360610088001001
1,8,16,360810716001028
1,8,10,360610131001002
1,8,16,360850223002000
1,8,15,360610112011003
1,8,1,360470579001004
1,8,12,360610134002000
1,8,18,360610263002001
1,8,18,360810997033003
1,8,11,360810238001001
1,8,18,360470352001020
1,8,13,360610113001010
1,8,14,360610103001003
1,8,15,360610154007000
1,8,24,360811347005003
1,8,22,360811227011002
1,8,12,360610101001004
1,8,9,360470009001004
1,8,13,360811617001014
1,8,17,360610109001002
1,8,13,360470009001004
1,8,6,360050256002000
1,8,15,360050421001000
1,8,7,360470009001004
1,8,9,360610109001003
1,8,9,360810711002000
1,8,15,360810928001003
1,8,13,360050090002014
1,8,19,360610145003002
1,8,21,360471208004000
1,8,13,360810853001003
1,8,22,360850156032002
1,8,10,360610099001022
1,8,11,360610125001006
1,8,21,360470686001004
1,8,11,360610082001002
1,8,14,360470485001000
1,8,23,360850170072005
1,8,13,360470077003006
1,8,15,360470538001000
1,8,14,360470011001006
1,8,22,360610056002001
1,8,18,360810473002004
1,8,16,360610131001002
1,8,15,360470068003000
1,8,17,360610080002001
1,8,17,360050462025003
1,8,12,360610113001009
1,8,18,360810309041015
1,8,15,360810383021041
1,8,10,360810007004000
1,8,2,360610014022006
1,8,14,360610049001008
1,8,22,360470534002001
1,8,14,360470009001004
1,8,10,360470011001006
1,8,11,360810240002004
1,8,20,360610261001000
1,8,15,360610143001034
1,8,14,360610203002000
1,8,13,360610033002009
1,8,10,360050324001005
1,8,7,360811621001003
1,8,8,360050421001000
1,8,9,360050336002000
1,8,13,360610131002000
1,8,20,360610157003000
1,8,17,360610205001008
1,8,14,360610287003000
1,8,18,360610013002011
1,8,18,360050061001000
1,8,17,360610104001008
1,8,8,360610100002003
1,8,11,360811333003000
1,8,19,360470037001012
1,8,15,360610074001004
1,8,8,360610096001006
1,8,19,360610148022002
1,8,14,360610009001011
1,8,11,360610099001010
1,8,12,360610251001002
1,8,20,360050264001007
1,8,15,360610168002002
1,8,11,360610109001005
1,8,14,360610131001005
1,8,12,360610109001004
1,8,17,360610029004007
1,8,9,360610013001008
1,8,21,360470393003000
1,8,8,360470009001004
1,8,16,360050421001000
1,8,16,360610013001008
1,8,15,360810929001018
1,8,24,360050215012000
1,8,17,360610031001014
1,8,13,360610125001003
1,8,3,360610165002000
1,8,11,360610055022000
1,8,18,360610068001001
1,8,15,360610080001002
1,8,21,360610277003001
1,8,11,360610121004000
1,8,17,360610112021003
1,8,16,360610074001002
1,8,9,360470196001000
1,8,13,360610056001000
1,8,9,360050051002004
1,8,9,360610109001002
1,8,1,360850170072002
1,8,13,360470022001002
1,8,11,360470538001000
1,8,14,360470037001011
1,8,20,360810942033000
1,8,15,360610002021000
1,8,17,360610099001003
1,8,13,360610114022003
1,8,11,360610062001000
1,8,11,360470009001004
1,8,9,360610113001005
1,8,13,360610056001003
1,8,16,360610113001009
1,8,13,360610042002002
1,8,15,360610033003010
1,8,12,360470294001002
1,8,12,360470037001011
1,8,12,360610076001001
1,8,14,360610104001003
1,8,12,360610087001002
1,8,16,360610007001001
1,8,12,360810716001037
1,8,9,360610076001004
1,8,15,360470130002000
1,8,11,360610168002002
1,8,9,360050296001011
1,8,16,360610074003003
1,8,8,360610131001005
1,8,14,360610047002009
1,8,18,360610039002001
1,8,10,360470533005002
1,8,16,360610033001004
1,8,8,360610092001002
1,8,20,360470506004001
1,8,11,360610102001006
1,8,16,360610007001015
1,8,12,360610096001003
1,8,11,360810071004000
1,9,14,360610131002000
1,9,20,360610132003000
1,9,15,360610129001003
1,9,17,360610120002001
1,9,16,360610094001013
1,9,13,360610100001000
1,9,11,360470037001011
1,9,12,360610203002000
1,9,21,360470395002001
1,9,19,360610076001005
1,9,20,360810407001000
1,9,20,360470381003000
1,9,24,360610140003000
1,9,15,360850208014015
1,9,21,360810147003000
1,9,11,360610031001007
1,9,24,360050274012000
1,9,16,360810838002005
1,9,12,360610112011003
1,9,11,360610102001003
1,9,12,360050227031003
1,9,13,360610099001040
1,9,10,360610055022005
1,9,10,360610043003004
1,9,7,360810057001006
1,9,24,360850050001010
1,9,19,360610021001010
1,9,18,360470525001010
1,9,14,360610129001009
1,9,18,360610160022001
1,9,10,360470009001004
1,9,16,360610007001024
1,9,22,360810469005001
1,9,11,360810871001003
1,9,15,360610082001000
1,9,16,360610031001010
1,9,9,360810919001003
1,9,24,360610033001006
1,9,20,360810236002000
1,9,20,360050086001002
1,9,14,360610095001002
1,9,10,360610072002002
1,9,23,360811047004001
1,9,2,360810657021001
1,9,16,360610090001000
1,9,19,360470009001004
1,9,15,360050065001004
1,9,16,360610102001008
1,9,15,360610007001006
1,9,8,360610112021000
1,9,18,360610056001003
1,9,15,360610050004000
1,9,16,360610127002000
1,9,11,360810179001004
1,9,14,360470009001004
1,9,13,360610119001005
1,9,22,360811072011032
1,9,23,360610133005000
1,9,10,360610100001004
1,9,12,360050123001002
1,9,18,360610056001005
1,9,8,360610088001003
1,9,16,360610109001004
1,9,19,360610094001005
1,9,16,360610091001000
1,9,21,360470033001000
1,9,18,360470352001011
1,9,14,360610145003002
1,9,22,360470514003000
1,9,13,360610047002002
1,9,3,360850291044015
1,9,10,360470011001006
1,9,10,360610039002001
1,9,9,360810489001020
1,9,18,360610076001005
1,9,17,360610133003001
1,9,16,360610109001005
1,9,12,360610050002002
1,9,14,360610013001008
1,9,11,360610109001003
1,11,17,360610145003001
1,11,11,360610064001000
1,11,11,360610116001004
1,11,23,360470571001001
1,11,21,360810065021002
1,11,16,360470774001001
1,11,14,360610116001004
1,11,10,360610113001009
1,11,13,360610058001007
1,11,15,360470009001004
1,11,13,360810320002022
1,11,13,360610045001002
1,11,9,360610052002006
1,11,7,360470009001004
1,11,18,360610088002001
1,11,20,360050132002000
1,11,17,360470153001001
1,11,2,360050050021001
1,11,19,360610212002000
1,11,20,360610191005001
1,11,6,360610076001001
1,11,20,360810991004006
1,11,12,360610092001005
1,11,10,360610113001003
1,11,17,360810236002001
1,11,11,360050398001003
1,11,21,360470388001000
1,11,18,360610009001014
1,11,20,360470550001002
1,11,13,360610082002000
1,11,15,360610058001008
1,11,12,360610104001004
1,11,13,360610029004007
1,11,17,360610112021000
1,11,21,360610121001000
1,11,3,360470020001007
1,11,13,360810713044003
1,11,13,360470454001002
1,11,18,360050239003001
1,11,15,360610076001001
1,11,13,360811529023014
1,11,22,360610058001001
1,11,12,360610043003001
1,11,15,360610131002005
1,11,11,360610094001010
1,11,10,360050216014000
1,11,9,360050516001004
1,11,18,360610013002008
1,11,9,360610109001004
1,11,18,360610113001004
1,11,12,360050155002000
1,11,5,360811347005005
1,12,11,360610079001000
1,12,14,360610203002000
1,12,18,360470535001000
1,12,22,360850291022019
1,12,19,360810019001066
1,12,11,360050351001000
1,12,9,360470037001004
1,12,10,360610083003002
1,12,12,360850291044006
1,12,13,360810381001004
1,12,9,360610031001000
1,12,19,360610031001010
1,12,10,360610052001003
1,12,17,360610216001003
1,12,11,360610015021009
1,12,10,360810790002002
1,12,7,360810179001009
1,12,17,360610317031001
1,12,9,360610081006000
1,12,1,360050199005000
1,12,11,360610131001000
1,12,14,360470009001004
1,12,14,360050283002009
1,12,14,360610094001004
1,12,10,360610148011001
1,12,22,360050197002002
1,12,21,360470766001002
1,12,10,360810907001014
1,12,14,360610114022002
1,12,17,360470153001001
1,12,19,360610100001004
1,12,10,360610113001006
1,12,20,360850146051012
1,12,10,360470169005001
1,12,11,360610100002001
1,12,18,360610031001014
1,12,13,360610057001002
1,12,19,360810199002028
1,12,14,360610218004002
1,12,19,360610125002000
1,12,9,360810123012000
1,12,18,360610050002001
1,12,18,360610108007001
1,12,13,360470194001003
1,12,13,360610139003000
1,12,13,360610037001000
1,12,12,360610052002006
1,12,2,360470591002001
1,12,17,360610066006000
1,12,8,360470101001002
1,12,10,360470139002001
1,12,11,360810331001000
1,12,10,360610090003001
1,12,13,360810737002001
1,12,10,360810987001000
1,12,19,360810123012000
1,12,14,360050388001003
1,12,12,360610055022001
1,12,14,360610114022002
1,12,16,360610101001007
1,12,12,360610131001000
1,12,12,360610106022002
1,12,14,360050205023000
1,12,10,360470053001015
1,12,20,360810232001001
1,12,12,360610092001005
1,12,15,360610112031002
1,12,19,360610031001010
1,12,19,360610119001001
1,12,18,360610039002001
1,12,19,360610040004000
1,12,12,360471144001005
1,12,8,360610112021005
1,12,19,360610029004007
1,12,18,360610111002005
1,12,13,360470988001005
1,12,11,360471192002004
1,12,20,360610104001000
1,12,7,360470011001006
1,12,16,360610203002000
1,12,11,360610121003000
1,12,8,360610109001004
1,12,19,360610084002000
1,12,14,360470549001000
1,12,11,360610099001020
1,12,10,360610317031000
1,12,16,360610054001003
1,12,18,360610007001006
1,12,15,360470224003000
1,12,19,360610072004001
1,12,13,360050093003001
1,12,18,360810320002011
1,12,10,360470589001002
1,12,15,360810179002009
1,12,6,360610131002002
1,12,10,360810253011001
1,12,11,360610052002003
1,12,15,360610113001004
1,12,14,360610116001006
1,12,7,360810552001007
1,12,10,360610100001004
1,12,18,360610116001005
1,12,2,360050166001004
1,12,11,360470453001006
1,12,8,360471116002019
1,12,16,360610050002002
1,12,15,360810857002001
1,12,13,360610072002000
1,12,8,360610065004001
1,12,15,360470009001004
1,12,10,360610062001000
1,12,11,360810257001001
1,12,13,360610094001006
1,12,18,360810055001000
1,12,23,360610108006000
1,12,7,360810019001027
1,12,11,360610069001001
1,12,9,360810033001004
1,12,19,360610033002009
1,12,12,360610081004000
1,12,16,360610076001005
1,12,14,360470009001004
1,12,16,360610303002001
1,12,12,360610009001010
1,12,18,360810711002000
1,12,8,360610029004007
1,14,16,360811047004002
1,14,15,360050266013003
1,14,14,360610041002001
1,14,21,360850146051015
1,14,12,360050201002002
1,14,9,360470516022000
1,14,14,360810567003003
1,14,7,360470798011001
1,14,24,360810892003019
1,14,8,360470496002001
1,14,14,360050068003001
1,14,12,360470181003000
1,14,17,360050068002003
1,14,11,360050132001003
1,14,18,360610034004001
1,14,13,360810384002001
1,14,19,360050200004001
1,14,16,360470970001005
1,14,12,360811008011004
1,14,8,360050020002000
1,14,14,360810585002002
1,14,11,360050293023003
1,14,7,360810567003003
1,14,13,360610097001001
1,14,10,360470565003000
1,14,10,360050288002000
1,14,15,360610010023004
1,14,19,360471172012004
1,14,15,360810010001001
1,14,11,360610086031000
1,14,17,360470406003000
1,14,20,360610012001006
1,14,12,360610201023000
1,14,16,360850132011000
1,14,16,360610066004000
1,14,15,360810591003002
1,14,12,360810007003006
1,14,23,360810174002002
1,14,13,360850170101008
1,14,7,360610148012001
1,14,8,360811195001008
1,14,13,360810665011005
1,14,8,360610138001000
1,14,20,360470078004000
1,14,11,360470573001005
1,14,20,360610166002001
1,14,9,360610152005000
1,14,15,360610015022003
1,14,12,360470485002000
1,14,19,360050414003003
1,14,11,360470066001000
1,14,2,360610044001000
1,14,16,360610173005000
1,14,19,360610096001002
1,14,17,360470513001002
1,14,10,360470928001002
1,14,16,360810601002001
1,14,13,360610049001010
1,14,18,360810117003002
1,14,19,360610238011016
1,14,14,360810538001004
1,14,15,360471237003006
1,14,20,360610120004005
1,14,10,360610110001000
1,14,1,360470295004001
1,14,21,360610039001009
1,14,18,360610247001003
1,14,23,360610307003001
1,14,19,360470514003000
1,14,20,360470850001001
1,14,10,360050379003000
1,14,10,360050403043000
1,14,15,360610269005001
1,14,12,360810846021035
1,14,24,360810664002000
1,14,11,360811551024001
1,14,15,360810183002000
1,14,14,360050340001001
1,14,11,360050195002002
1,14,17,360610066007000
1,14,18,360470509002002
1,14,14,360470946003003
1,14,7,360610039001019
1,14,11,360470085001003
1,14,9,360811479003002
1,14,18,360050183023001
1,14,11,360470364001003
1,14,22,360050462017000
1,14,12,360050090001006
1,14,19,360811047005009
1,14,12,360470293004001
1,14,19,360610230004001
1,14,18,360610054003000
1,14,12,360810889016002
1,14,13,360471116002011
1,14,18,360810779051000
1,14,1,360470249004000
1,14,15,360470317022001
1,14,19,360810306001003
1,14,16,360610015021000
1,14,20,360610175006001
1,14,8,360610029003003
1,14,14,360050086002000
1,14,11,360610152006006
1,14,18,360850070003009
1,14,20,360050043002005
1,14,10,360470930002005
1,14,20,360050301002001
1,14,13,360850170101007
1,14,10,360850208043006
1,14,12,360810001001010
1,14,12,360810991002002
1,14,12,360610099001041
1,14,20,360610317032005
1,14,15,360610156021001
1,14,1,360470738003000
1,14,9,360810512001004
1,14,18,360470734002000
1,14,19,360811159003002
1,14,13,360610148022002
1,14,10,360050328004002
1,14,9,360810711001000
1,14,18,360470561002002
1,14,20,360810998013003
1,14,11,360470408003002
1,14,15,360470220001000
1,14,8,360470241001003
1,14,21,360050061002001
1,14,18,360470230003002
1,14,14,360050336006001
1,14,16,360810703001002
1,14,12,360810864002001
1,14,15,360810538001006
1,14,12,360810942034000
1,14,12,360810373002002
1,14,10,360810663001000
1,14,16,360470143001004
1,14,20,360810265002004
1,14,20,360050004001000
1,14,16,360471016001003
1,14,10,360050050022000
1,14,21,360610054001005
1,14,15,360810016001003
1,14,19,360470431002000
1,14,10,360810561001000
1,14,7,360610106013000
1,14,15,360610237001001
1,15,16,360470009001004
1,15,13,360610143001034
1,15,14,360470001003005
1,15,19,360610054001005
1,15,15,360610043003001
1,15,21,360810279001003
1,15,21,360470740002003
1,15,6,360470650001003
1,15,19,360610007001015
1,15,11,360610237001001
1,15,11,360811551023000
1,15,10,360610103001009
1,15,12,360610131001002
1,15,22,360050254002002
1,15,15,360610076001000
1,15,1,360610221022003
1,15,17,360610169004001
1,15,19,360610021001011
1,15,14,360470009001004
1,15,18,360610131001000
1,15,9,360610033001007
1,15,11,360470033002004
1,15,18,360050420003001
1,15,20,360810136001000
1,15,19,360610125002000
1,15,19,360610015021005
1,15,21,360471128001002
1,15,1,360050337003004
1,15,16,360610121004000
1,15,18,360610039002001
1,15,2,360810650001008
1,15,1,360470794001004
1,15,24,360470672001003
1,15,13,360610038005000
1,15,11,360810157001005
1,15,20,360610026011001
1,15,16,360470009001004
1,15,14,360610145003002
1,15,13,360470009001004
1,15,18,360610065001006
1,15,14,360050385001008
1,15,20,360850141002001
1,15,18,360610077003005
1,15,19,360810799001004
1,15,14,360610031001010
1,15,9,360810257001000
1,15,15,360610101001007
1,15,9,360470009001004
1,15,12,360610033001003
1,15,15,360610137005001
1,15,13,360610078004000
1,15,13,360810613012001
1,15,12,360811257002006
1,15,19,360610100001002
1,15,17,360610082002002
1,15,14,360610125001006
1,15,17,360610013001007
1,15,17,360470009001004
1,15,11,360470129011001
1,15,11,360610145001000
1,15,12,360610092001005
1,15,5,360610086031000
1,15,10,360610015011009
1,15,16,360810069003002
1,15,18,360850273012034
1,15,13,360610137004003
1,15,15,360810869001010
1,15,18,360610166001001
1,15,6,360610181003000
1,15,16,360470137003002
1,15,14,360610015011005
1,15,15,360470033002004
1,15,15,360610015021000
1,15,10,360610131002000
1,15,16,360610114021003
1,15,10,360810716001028
1,15,22,360470600002002
1,15,14,360610033003009
1,15,11,360810716001061
1,15,1,360850134002010
1,15,19,360610131001003
1,15,22,360810492002003
1,15,13,360610054003000
1,15,22,360850201003001
1,15,21,360470102002000
1,15,18,360811463001012
1,15,1,360610171003000
1,15,17,360610064004000
1,15,6,360470085001003
1,15,22,360470502021001
1,15,12,360610081001001
1,15,18,360610029004007
1,15,21,360470698002000
1,15,15,360610109001000
1,15,21,360850277023004
1,15,12,360610125002000
1,15,19,360610145004000
1,15,8,360610177005000
1,15,12,360470009001004
1,15,11,360610119001003
1,15,10,360810199001004
1,15,14,360050297001007
1,15,14,360810846021011
1,15,3,360470551003000
1,15,16,360471104001016
1,15,8,360610142005000
1,15,18,360610098002001
1,15,15,360050421001000
1,16,16,360470230003000
1,16,21,360050230001001
1,16,12,360470009001004
1,16,11,360050284001026
1,16,6,360610177004000
1,16,14,360810183003001
1,16,17,360470009001004
1,16,23,360470421002002
1,16,10,360610052002006
1,16,18,360470240003000
1,16,8,360610088001004
1,16,15,360050123003000
1,16,16,360610016001002
1,16,13,360850273012034
1,16,13,360610054001002
1,16,14,360610021002007
1,16,13,360470426003002
1,16,17,360810179001013
1,16,22,360050210011001
1,16,15,360610317032010
1,16,8,360610119001003
1,16,15,360610251001002
1,16,16,360050019003020
1,16,15,360050421001000
1,16,20,360610029002001
1,16,15,360811347002001
1,16,21,360050373002002
1,16,13,360470009001004
1,16,16,360610112021000
1,16,19,360610096001004
1,16,21,360050266021004
1,18,11,360610037003002
1,18,19,360610037001013
1,18,14,360610125001007
1,18,19,360610125001008
1,18,8,360610042002002
1,18,19,360610074001002
1,18,10,360610065001004
1,18,12,360610057001002
1,18,15,360470228003003
1,18,24,360810493011000
1,18,16,360850122003001
1,18,1,360810797023000
1,18,13,360470114001003
1,18,15,360470266001001
1,18,13,360850291021050
1,18,11,360610029004007
1,18,10,360610265005000
1,18,11,360610111001000
1,18,1,360810154002005
1,18,3,360810680002008
1,18,8,360610084002002
1,18,17,360610088001001
1,18,20,360610277002000
1,18,20,360811385014007
1,18,19,360810371001006
1,18,12,360470964001001
1,18,18,360050090001008
1,18,22,360470503001000
1,18,7,360610112011002
1,18,17,360810613012001
1,18,12,360610137006001
1,18,18,360470011001006
1,18,18,360610090003000
1,18,10,360470022001002
1,18,14,360610136006000
1,18,11,360610100001005
1,18,10,360610119001003
1,18,10,360470009001004
1,18,11,360610129002004
1,18,10,360610145002000
1,18,23,360470226002001
1,20,21,360050245021002
1,20,17,360470074002000
1,20,11,360810840002000
1,20,22,360470190003001
1,20,20,360811059003008
1,20,9,360470802003000
1,20,16,360470317023000
1,20,3,360610223011000
1,20,11,360470301002003
1,20,11,360610133005000
1,20,24,360810033001005
1,20,16,360470022001005
1,20,9,360610190001000
1,20,11,360050332021000
1,20,15,360050285001002
1,20,15,360470513003001
1,20,11,360470970002003
1,20,14,360471156002001
1,20,16,360811123001002
1,20,11,360050158001006
1,20,21,360470433003000
1,20,11,360850273012000
1,20,16,360810769011003
1,20,22,360050184002005
1,20,16,360610010023004
1,20,21,360470600001001
1,20,3,360610081001001
1,20,16,360610136003000
